,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatu,4,7,0.2,0.0006,13.json,1,2226,,FDGIB,4,6,0.2,0.0006,53.json,1,5406,,STGIB,4,9,0.2,0.0006,64.json,1,4466,,TRGIB,4,11,0.2,0.0006,22.json,0,3518,,,,,,
Chatu,4,12,0.2,0.0006,35.json,0,7770,,FDGIB,4,11,0.2,0.0006,61.json,1,4792,,STGIB,4,17,0.2,0.0006,2.json,0,8454,,TRGIB,4,7,0.2,0.0006,31.json,1,1746,,,,,,
Chatu,4,13,0.2,0.0006,25.json,1,2502,,FDGIB,4,15,0.2,0.0006,23.json,0,5846,,STGIB,4,16,0.2,0.0006,73.json,1,3046,,TRGIB,4,12,0.2,0.0006,43.json,1,5900,,,,,,
Chatu,4,10,0.2,0.0006,78.json,1,3278,,FDGIB,4,9,0.2,0.0006,29.json,1,2342,,STGIB,4,7,0.2,0.0006,15.json,1,4914,,TRGIB,4,12,0.2,0.0006,18.json,1,4178,,,,,,
Chatu,4,10,0.2,0.0006,52.json,1,6666,,FDGIB,4,10,0.2,0.0006,40.json,1,8282,,STGIB,4,7,0.2,0.0006,69.json,1,2172,,TRGIB,4,15,0.2,0.0006,56.json,1,5186,,,,,,
Chatu,4,16,0.2,0.0006,41.json,0,7476,,FDGIB,4,11,0.2,0.0006,21.json,1,6070,,STGIB,4,7,0.2,0.0006,11.json,1,3642,,TRGIB,4,6,0.2,0.0006,20.json,0,3408,,,,,,
Chatu,4,15,0.2,0.0006,28.json,1,8502,,FDGIB,4,12,0.2,0.0006,45.json,1,2364,,STGIB,4,16,0.2,0.0006,67.json,1,2510,,TRGIB,4,10,0.2,0.0006,48.json,0,7692,,,,,,
Chatu,4,11,0.2,0.0006,63.json,1,2906,,FDGIB,4,6,0.2,0.0006,34.json,1,3928,,STGIB,4,8,0.2,0.0006,57.json,0,2590,,TRGIB,4,17,0.2,0.0006,33.json,0,7068,,,,,,
Chatu,4,9,0.2,0.0006,62.json,1,2410,,FDGIB,4,11,0.2,0.0006,51.json,1,3812,,STGIB,4,7,0.2,0.0006,6.json,1,3412,,TRGIB,4,9,0.2,0.0006,44.json,1,6834,,,,,,
Chatu,4,9,0.2,0.0006,12.json,0,8094,,FDGIB,4,9,0.2,0.0006,55.json,1,3524,,STGIB,4,9,0.2,0.0006,5.json,1,2122,,TRGIB,4,13,0.2,0.0006,46.json,0,8450,,,,,,
Chatu,4,13,0.2,0.0006,7.json,1,4052,,FDGIB,4,9,0.2,0.0006,65.json,1,1936,,STGIB,4,10,0.2,0.0006,59.json,1,6890,,TRGIB,4,9,0.2,0.0006,74.json,1,7360,,,,,,
Chatu,4,13,0.2,0.0006,71.json,1,7116,,FDGIB,4,9,0.2,0.0006,58.json,1,3936,,STGIB,4,11,0.2,0.0006,54.json,1,3756,,TRGIB,4,9,0.2,0.0006,47.json,1,3086,,,,,,
Chatu,4,16,0.2,0.0006,30.json,0,4962,,FDGIB,4,13,0.2,0.0006,76.json,1,4520,,STGIB,4,6,0.2,0.0006,75.json,1,7288,,TRGIB,4,7,0.2,0.0006,19.json,0,4924,,,,,,
Chatu,4,11,0.2,0.0006,27.json,1,5712,,FDGIB,4,9,0.2,0.0006,4.json,1,3034,,STGIB,4,15,0.2,0.0006,10.json,1,15636,,TRGIB,4,16,0.2,0.0006,14.json,1,7486,,,,,,
Chatu,4,14,0.2,0.0006,49.json,0,6386,,FDGIB,4,7,0.2,0.0006,32.json,1,4206,,STGIB,4,13,0.2,0.0006,8.json,0,5468,,TRGIB,4,12,0.2,0.0006,0.json,0,9558,,,,,,
Chatu,4,14,0.2,0.0006,60.json,1,8378,,FDGIB,4,11,0.2,0.0006,36.json,1,4736,,STGIB,4,14,0.2,0.0006,38.json,0,5632,,TRGIB,4,9,0.2,0.0006,72.json,0,13302,,,,,,
Chatu,4,16,0.2,0.0006,39.json,0,14300,,FDGIB,4,9,0.2,0.0006,70.json,1,6904,,STGIB,4,10,0.2,0.0006,68.json,1,3308,,TRGIB,4,10,0.2,0.0006,1.json,1,2470,,,,,,
Chatu,4,8,0.2,0.0006,79.json,0,6244,,FDGIB,4,9,0.2,0.0006,16.json,1,6852,,STGIB,4,10,0.2,0.0006,66.json,1,2174,,TRGIB,4,8,0.2,0.0006,77.json,1,3700,,,,,,
Chatu,4,13,0.2,0.0006,37.json,0,9958,,FDGIB,4,13,0.2,0.0006,3.json,1,7516,,STGIB,4,8,0.2,0.0006,42.json,1,2696,,TRGIB,4,12,0.2,0.0006,9.json,0,4466,,,,,,
Chatu,4,9,0.2,0.0006,24.json,0,8500,,FDGIB,4,9,0.2,0.0006,50.json,1,4592,,STGIB,4,8,0.2,0.0006,17.json,1,7160,,TRGIB,4,11,0.2,0.0006,26.json,0,9366,,,,,,
Chatu,4,9,0.2,0.0006,13.json,1,3424,,FDGIB,4,6,0.2,0.0006,45.json,1,1380,,STGIB,4,8,0.2,0.0006,80.json,1,3488,,TRGIB,4,8,0.2,0.0006,100.json,1,1412,,,,,,
Chatu,4,7,0.2,0.0006,61.json,1,1550,,FDGIB,4,13,0.2,0.0006,19.json,0,3940,,STGIB,4,12,0.2,0.0006,43.json,1,4552,,TRGIB,4,14,0.2,0.0006,104.json,0,7614,,,,,,
Chatu,4,15,0.2,0.0006,107.json,1,3134,,FDGIB,4,7,0.2,0.0006,47.json,1,3676,,STGIB,4,10,0.2,0.0006,76.json,0,6806,,TRGIB,4,13,0.2,0.0006,12.json,1,2824,,,,,,
Chatu,4,7,0.2,0.0006,3.json,0,1558,,FDGIB,4,11,0.2,0.0006,24.json,1,3158,,STGIB,4,7,0.2,0.0006,101.json,1,2010,,TRGIB,4,11,0.2,0.0006,17.json,1,1778,,,,,,
Chatu,4,6,0.2,0.0006,1.json,1,3322,,FDGIB,4,12,0.2,0.0006,83.json,1,6576,,STGIB,4,10,0.2,0.0006,81.json,0,4124,,TRGIB,4,9,0.2,0.0006,62.json,1,1294,,,,,,
Chatu,4,8,0.2,0.0006,110.json,0,2594,,FDGIB,4,8,0.2,0.0006,25.json,1,2430,,STGIB,4,15,0.2,0.0006,67.json,0,4398,,TRGIB,4,7,0.2,0.0006,56.json,1,2380,,,,,,
Chatu,4,14,0.2,0.0006,73.json,1,3958,,FDGIB,4,10,0.2,0.0006,94.json,1,1846,,STGIB,4,7,0.2,0.0006,74.json,1,3276,,TRGIB,4,12,0.2,0.0006,15.json,1,4066,,,,,,
Chatu,4,13,0.2,0.0006,5.json,1,3340,,FDGIB,4,9,0.2,0.0006,72.json,1,1658,,STGIB,4,15,0.2,0.0006,36.json,0,5888,,TRGIB,4,8,0.2,0.0006,79.json,0,4026,,,,,,
Chatu,4,8,0.2,0.0006,95.json,1,4998,,FDGIB,4,9,0.2,0.0006,75.json,1,1922,,STGIB,4,15,0.2,0.0006,39.json,1,3124,,TRGIB,4,11,0.2,0.0006,4.json,1,1858,,,,,,
Chatu,4,17,0.2,0.0006,109.json,0,6244,,FDGIB,4,16,0.2,0.0006,28.json,0,3982,,STGIB,4,10,0.2,0.0006,52.json,0,2492,,TRGIB,4,11,0.2,0.0006,108.json,0,2628,,,,,,
Chatu,4,10,0.2,0.0006,34.json,1,1946,,FDGIB,4,13,0.2,0.0006,85.json,1,2228,,STGIB,4,9,0.2,0.0006,51.json,1,1808,,TRGIB,4,14,0.2,0.0006,105.json,1,3292,,,,,,
Chatu,4,14,0.2,0.0006,30.json,1,4662,,FDGIB,4,15,0.2,0.0006,6.json,1,2684,,STGIB,4,10,0.2,0.0006,106.json,1,5488,,TRGIB,4,6,0.2,0.0006,16.json,1,2174,,,,,,
Chatu,4,14,0.2,0.0006,111.json,0,5158,,FDGIB,4,16,0.2,0.0006,87.json,1,3272,,STGIB,4,15,0.2,0.0006,68.json,0,7018,,TRGIB,4,13,0.2,0.0006,99.json,0,3872,,,,,,
Chatu,4,13,0.2,0.0006,29.json,0,2894,,FDGIB,4,8,0.2,0.0006,93.json,1,2734,,STGIB,4,14,0.2,0.0006,71.json,1,3324,,TRGIB,4,7,0.2,0.0006,88.json,1,1216,,,,,,
Chatu,4,11,0.2,0.0006,115.json,0,2804,,FDGIB,4,15,0.2,0.0006,35.json,1,6126,,STGIB,4,11,0.2,0.0006,66.json,1,2458,,TRGIB,4,12,0.2,0.0006,44.json,0,4692,,,,,,
Chatu,4,15,0.2,0.0006,90.json,0,2298,,FDGIB,4,7,0.2,0.0006,92.json,0,2946,,STGIB,4,15,0.2,0.0006,37.json,0,3400,,TRGIB,4,9,0.2,0.0006,7.json,1,2778,,,,,,
Chatu,4,14,0.2,0.0006,14.json,1,2444,,FDGIB,4,10,0.2,0.0006,70.json,0,2260,,STGIB,4,8,0.2,0.0006,2.json,1,3174,,TRGIB,4,13,0.2,0.0006,78.json,0,7872,,,,,,
Chatu,4,13,0.2,0.0006,64.json,0,2040,,FDGIB,4,10,0.2,0.0006,22.json,1,1954,,STGIB,4,13,0.2,0.0006,55.json,1,10290,,TRGIB,4,15,0.2,0.0006,58.json,1,7932,,,,,,
Chatu,4,13,0.2,0.0006,118.json,1,2124,,FDGIB,4,16,0.2,0.0006,54.json,0,8612,,STGIB,4,9,0.2,0.0006,77.json,1,1980,,TRGIB,4,16,0.2,0.0006,82.json,0,11402,,,,,,
Chatu,4,9,0.2,0.0006,114.json,1,1492,,FDGIB,4,15,0.2,0.0006,91.json,0,4554,,STGIB,4,6,0.2,0.0006,10.json,0,2036,,TRGIB,4,12,0.2,0.0006,116.json,1,3598,,,,,,
Chatu,4,12,0.2,0.0006,50.json,1,3458,,FDGIB,4,15,0.2,0.0006,65.json,0,1610,,STGIB,4,7,0.2,0.0006,98.json,1,1546,,TRGIB,4,12,0.2,0.0006,86.json,1,2272,,,,,,
Chatu,4,10,0.2,0.0006,41.json,1,5762,,FDGIB,4,13,0.2,0.0006,89.json,1,2794,,STGIB,4,12,0.2,0.0006,112.json,0,3578,,TRGIB,4,16,0.2,0.0006,59.json,0,6200,,,,,,
Chatu,4,6,0.2,0.0006,53.json,1,1594,,FDGIB,4,6,0.2,0.0006,69.json,1,1320,,STGIB,4,8,0.2,0.0006,40.json,1,2216,,TRGIB,4,8,0.2,0.0006,38.json,0,1712,,,,,,
Chatu,4,17,0.2,0.0006,21.json,0,5680,,FDGIB,4,14,0.2,0.0006,103.json,0,3192,,STGIB,4,12,0.2,0.0006,20.json,1,4776,,TRGIB,4,16,0.2,0.0006,27.json,1,2194,,,,,,
Chatu,4,12,0.2,0.0006,60.json,1,1264,,FDGIB,4,12,0.2,0.0006,18.json,0,5114,,STGIB,4,13,0.2,0.0006,33.json,0,3918,,TRGIB,4,14,0.2,0.0006,31.json,1,2112,,,,,,
Chatu,4,6,0.2,0.0006,48.json,1,2290,,FDGIB,4,15,0.2,0.0006,63.json,1,3660,,STGIB,4,8,0.2,0.0006,113.json,1,1428,,TRGIB,4,12,0.2,0.0006,84.json,1,1910,,,,,,
Chatu,4,8,0.2,0.0006,9.json,0,1730,,FDGIB,4,10,0.2,0.0006,8.json,1,1350,,STGIB,4,13,0.2,0.0006,11.json,1,3724,,TRGIB,4,13,0.2,0.0006,23.json,1,2430,,,,,,
Chatu,4,9,0.2,0.0006,42.json,1,1972,,FDGIB,4,6,0.2,0.0006,46.json,1,1080,,STGIB,4,11,0.2,0.0006,102.json,1,5910,,TRGIB,4,7,0.2,0.0006,49.json,1,1840,,,,,,
Chatu,4,10,0.2,0.0006,117.json,1,2216,,FDGIB,4,17,0.2,0.0006,119.json,1,7630,,STGIB,4,16,0.2,0.0006,96.json,1,8114,,TRGIB,4,12,0.2,0.0006,32.json,0,4480,,,,,,
Chatu,4,12,0.2,0.0006,0.json,0,3328,,FDGIB,4,9,0.2,0.0006,97.json,1,1558,,STGIB,4,12,0.2,0.0006,57.json,0,2942,,TRGIB,4,6,0.2,0.0006,26.json,1,1712,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,,,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,,,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,,,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8
,,Mean,#DIV/0!,4,11.42,0.2,0.0006,#DIV/0!,0.6,4374.32,,Mean,#DIV/0!,4,10.82,0.2,0.0006,#DIV/0!,0.8,3836.88,,Mean,#DIV/0!,4,10.78,0.2,0.0006,#DIV/0!,0.7,4332.44,,Mean,#DIV/0!,4,11.04,0.2,0.0006,#DIV/0!,0.6,4505.36
,,Standard Error,#DIV/0!,0,0.435271437714211,0,0,#DIV/0!,0.069985421222377,385.056723560547,,Standard Error,#DIV/0!,0,0.441417013255988,0,0,#DIV/0!,0.057142857142857,279.960587080338,,Standard Error,#DIV/0!,0,0.447478194657435,0,0,#DIV/0!,0.065465367070798,366.087123744374,,Standard Error,#DIV/0!,0,0.424706381167133,0,0,#DIV/0!,0.069985421222377,404.63773241995
,,Mode,#VALUE!,4,13,0.2,0.0006,#VALUE!,1,6244,,Mode,#VALUE!,4,9,0.2,0.0006,#VALUE!,1,#VALUE!,,Mode,#VALUE!,4,7,0.2,0.0006,#VALUE!,1,#VALUE!,,Mode,#VALUE!,4,12,0.2,0.0006,#VALUE!,1,1712
,,Median,#VALUE!,4,12,0.2,0.0006,#VALUE!,1,3334,,Median,#VALUE!,4,10,0.2,0.0006,#VALUE!,1,3592,,Median,#VALUE!,4,10,0.2,0.0006,#VALUE!,1,3533,,Median,#VALUE!,4,11.5,0.2,0.0006,#VALUE!,1,3649
,,First Quartile ,#VALUE!,4,9,0.2,0.0006,#VALUE!,0,2292,,First Quartile ,#VALUE!,4,9,0.2,0.0006,#VALUE!,1,2280.5,,First Quartile ,#VALUE!,4,8,0.2,0.0006,#VALUE!,0,2530,,First Quartile ,#VALUE!,4,9,0.2,0.0006,#VALUE!,0,2213.5
,,Third Quartile,#VALUE!,4,14,0.2,0.0006,#VALUE!,1,6123.5,,Third Quartile,#VALUE!,4,13,0.2,0.0006,#VALUE!,1,4778,,Third Quartile,#VALUE!,4,13,0.2,0.0006,#VALUE!,1,5483,,Third Quartile,#VALUE!,4,13,0.2,0.0006,#VALUE!,1,6675.5
,,Variance,#DIV/0!,0,9.4730612244898,0,0,#DIV/0!,0.244897959183674,7413434.01795918,,Variance,#DIV/0!,0,9.74244897959184,0,0,#DIV/0!,0.163265306122449,3918896.51591837,,Variance,#DIV/0!,0,10.0118367346939,0,0,#DIV/0!,0.214285714285714,6700989.10857143,,Variance,#DIV/0!,0,9.01877551020409,0,0,#DIV/0!,0.244897959183674,8186584.72489796
,,Standard Deviation,#DIV/0!,0,3.07783385264536,0,0,#DIV/0!,0.494871659305394,2722.76220371137,,Standard Deviation,#DIV/0!,0,3.12128963404421,0,0,#DIV/0!,0.404061017820884,1979.62029589474,,Standard Deviation,#DIV/0!,0,3.16414865875387,0,0,#DIV/0!,0.462910049886276,2588.62687704726,,Standard Deviation,#DIV/0!,0,3.00312762136478,0,0,#DIV/0!,0.494871659305394,2861.22084518095
,,Kurtosis,#DIV/0!,#DIV/0!,-0.988510491784736,-2.08510638297872,-2.08510638297872,#DIV/0!,-1.90048758865248,2.15641170817281,,Kurtosis,#DIV/0!,#DIV/0!,-0.942733538201246,-2.08510638297872,-2.08510638297872,#DIV/0!,0.407247340425529,-0.276494874805545,,Kurtosis,#DIV/0!,#DIV/0!,-1.14875323087722,-2.08510638297872,-2.08510638297872,#DIV/0!,-1.24113475177305,6.45686160107605,,Kurtosis,#DIV/0!,#DIV/0!,-0.866507541817449,-2.08510638297872,-2.08510638297872,#DIV/0!,-1.90048758865248,0.696999991055113
,,Skewness,Err:502,Err:502,-0.063849642746843,1.03119738923038,1.03119738923038,Err:502,-0.420984571284102,1.33169067418586,,Skewness,Err:502,Err:502,0.237043773832899,1.03119738923038,1.03119738923038,Err:502,-1.54679608384557,0.727902593587201,,Skewness,Err:502,Err:502,0.310912796476966,1.03119738923038,1.03119738923038,Err:502,-0.90010287477887,2.09435732595164,,Skewness,Err:502,Err:502,0.054131352503184,1.03119738923038,1.03119738923038,Err:502,-0.420984571284102,1.09060185997923
,,Range,0,0,11,0,0,0,1,13036,,Range,0,0,11,0,0,0,1,7532,,Range,0,0,11,0,0,0,1,14208,,Range,0,0,11,0,0,0,1,12086
,,Minimum,0,4,6,0.2,0.0006,0,0,1264,,Minimum,0,4,6,0.2,0.0006,0,0,1080,,Minimum,0,4,6,0.2,0.0006,0,0,1428,,Minimum,0,4,6,0.2,0.0006,0,0,1216
,,Maximum,0,4,17,0.2,0.0006,0,1,14300,,Maximum,0,4,17,0.2,0.0006,0,1,8612,,Maximum,0,4,17,0.2,0.0006,0,1,15636,,Maximum,0,4,17,0.2,0.0006,0,1,13302
,,Sum,0,200,571,10,0.03,0,30,218716,,Sum,0,200,541,10,0.03,0,40,191844,,Sum,0,200,539,10,0.03,0,35,216622,,Sum,0,200,552,10,0.03,0,30,225268
,,Count,0,50,50,50,50,0,50,50,,Count,0,50,50,50,50,0,50,50,,Count,0,50,50,50,50,0,50,50,,Count,0,50,50,50,50,0,50,50
